app,mode,destination,source,distance,price
Uber,Black,Back Bay,South Station,3.53,25.0
Lyft,Lyft,Theatre District,Northeastern University,2.01,9.0
Lyft,Lux,West End,Fenway,2.78,16.5
Uber,UberX,Beacon Hill,Haymarket Square,1.36,8.0
Lyft,Lyft XL,Back Bay,North End,2.51,16.5
Lyft,Lux Black XL,Boston University,Financial District,5.05,45.5
Lyft,Lux Black,Northeastern University,West End,3.0,26.0
Uber,Black SUV,Back Bay,Fenway,1.5,26.5
Lyft,Lux Black,Boston University,Financial District,5.18,38.5
Lyft,Lux,Haymarket Square,Theatre District,1.65,16.5
Uber,UberXL,Financial District,Haymarket Square,0.99,12.0
Lyft,Lux,Financial District,North End,1.14,13.5
Lyft,Lyft,Boston University,Back Bay,1.48,9.0
Uber,Black SUV,Theatre District,Fenway,2.66,33.0
Uber,UberX,Haymarket Square,West End,0.73,7.0
Uber,WAV,West End,Boston University,3.05,10.5
Uber,WAV,West End,Boston University,3.04,10.5
Uber,WAV,Beacon Hill,South Station,2.58,12.0
Lyft,Lux Black XL,Northeastern University,Theatre District,2.25,30.0
Uber,UberX,South Station,North Station,1.61,9.5
Lyft,Lyft XL,Back Bay,South Station,2.15,16.5
Uber,WAV,Boston University,Theatre District,2.62,10.5
Lyft,Lux,Fenway,West End,2.95,19.5
Uber,UberPool,Fenway,Beacon Hill,2.37,10.0
Lyft,Lyft,Boston University,Beacon Hill,2.38,10.5
Lyft,Lux Black XL,Back Bay,South Station,2.02,34.0
Uber,WAV,West End,South Station,1.78,8.0
Uber,Black SUV,Boston University,Beacon Hill,2.27,30.5
Uber,WAV,Haymarket Square,Theatre District,1.61,8.5
Uber,UberXL,Financial District,North End,1.04,11.5
Uber,Black,Back Bay,Boston University,1.56,15.0
Uber,WAV,North End,North Station,2.12,9.5
Lyft,Shared,North End,Theatre District,1.76,7.0
Lyft,Lyft XL,South Station,West End,1.72,13.5
Lyft,Lyft,North Station,North End,1.01,7.0
Lyft,Lyft,North End,Beacon Hill,2.08,9.0
Uber,UberXL,Financial District,North End,1.04,13.0
Lyft,Lyft,West End,Fenway,2.79,11.0
Lyft,Lux Black XL,North End,Theatre District,1.73,27.5
Lyft,Lyft XL,West End,South Station,1.73,13.5
Lyft,Lyft XL,Back Bay,Haymarket Square,2.36,16.5
Lyft,Lyft,Boston University,Theatre District,3.14,10.5
Lyft,Lyft XL,North End,North Station,1.05,11.0
Lyft,Shared,Beacon Hill,North End,2.43,9.0
Lyft,Shared,Theatre District,Haymarket Square,1.23,3.0
Uber,UberX,Haymarket Square,Beacon Hill,1.35,9.0
Uber,UberPool,Financial District,Fenway,4.4,12.0
Uber,Black,Northeastern University,Theatre District,1.8,18.5
Uber,Black SUV,Back Bay,Haymarket Square,2.04,29.5
Lyft,Lux Black,Fenway,Financial District,3.74,30.0
Uber,UberPool,South Station,North Station,2.12,9.0
Uber,WAV,Northeastern University,Theatre District,1.8,10.5
Uber,UberPool,Boston University,Beacon Hill,2.27,8.0
Lyft,Lux Black,West End,Northeastern University,2.79,27.5
Uber,UberX,Boston University,Back Bay,1.44,7.5
Lyft,Shared,Beacon Hill,North End,1.9,7.0
Uber,UberX,Theatre District,Fenway,2.66,10.5
Lyft,Lyft,North End,Back Bay,2.65,11.0
Uber,UberXL,Theatre District,Fenway,2.7,18.5
Lyft,Lyft,Fenway,Back Bay,1.45,13.5
Lyft,Lux Black XL,Financial District,North End,1.22,26.0
Lyft,Lyft,Beacon Hill,Boston University,2.66,10.5
Lyft,Lyft,Back Bay,Fenway,1.48,9.0
Lyft,Lux Black,Financial District,Northeastern University,4.22,32.5
Uber,UberXL,North End,Beacon Hill,1.52,14.5
Lyft,Lyft XL,Boston University,Financial District,5.24,26.0
Uber,UberX,Haymarket Square,West End,0.72,7.5
Uber,WAV,Northeastern University,Back Bay,1.22,7.5
Uber,UberPool,Beacon Hill,South Station,2.5,7.5
Uber,UberPool,Financial District,Northeastern University,4.86,12.0
Uber,Black,Back Bay,Boston University,1.56,16.5
Uber,WAV,North Station,South Station,1.58,9.5
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,1.38,27.5
Uber,Black,Northeastern University,West End,2.56,20.5
Uber,UberPool,Back Bay,Boston University,1.56,6.5
Uber,UberXL,Financial District,Northeastern University,4.57,18.0
Lyft,Lyft XL,North Station,Fenway,3.21,19.5
Uber,WAV,Fenway,Beacon Hill,2.32,9.0
Uber,Black,Fenway,Theatre District,2.66,23.0
Uber,UberPool,Beacon Hill,South Station,2.58,12.5
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,1.32,27.5
Uber,WAV,Back Bay,Fenway,1.5,7.0
Lyft,Shared,Theatre District,Fenway,2.67,13.5
Uber,UberX,Beacon Hill,Haymarket Square,1.36,10.5
Lyft,Lux Black XL,Boston University,West End,2.82,34.0
Uber,Black SUV,Northeastern University,West End,3.15,35.5
Uber,UberX,Financial District,Fenway,4.42,15.0
Lyft,Lux Black,South Station,Beacon Hill,2.39,22.5
Lyft,Lux Black,Boston University,Back Bay,1.47,26.0
Lyft,Lux Black,Back Bay,Northeastern University,1.24,16.5
Uber,UberPool,Beacon Hill,South Station,2.58,8.5
Uber,Black,Northeastern University,North Station,3.31,26.0
Uber,WAV,Fenway,North Station,3.05,11.5
Uber,Black,North Station,Fenway,3.07,26.5
Uber,UberPool,Boston University,North Station,3.01,10.0
Lyft,Shared,Boston University,North Station,3.16,3.0
Lyft,Lux Black XL,South Station,Financial District,0.45,27.5
Lyft,Lyft XL,Theatre District,South Station,1.13,11.0
Uber,WAV,Financial District,Boston University,4.72,15.0
Uber,Black SUV,Northeastern University,North Station,3.42,31.0
Lyft,Lyft XL,Haymarket Square,Financial District,1.26,16.5
Uber,Black,Haymarket Square,Theatre District,1.61,16.0
Lyft,Lux Black XL,North End,Theatre District,1.74,30.0
Uber,WAV,Financial District,South Station,0.54,7.0
Lyft,Lyft,Fenway,West End,3.0,9.0
Uber,UberPool,Beacon Hill,Haymarket Square,0.91,7.5
Lyft,Lyft,Northeastern University,Back Bay,1.12,7.0
Lyft,Lyft XL,Haymarket Square,Beacon Hill,1.32,11.0
Lyft,Lux Black,Theatre District,Haymarket Square,1.19,19.5
Uber,UberX,North Station,Boston University,3.39,9.5
Uber,Black,West End,Fenway,3.2,24.5
Uber,UberX,Fenway,Theatre District,2.66,20.5
Uber,Black,West End,Northeastern University,2.88,26.0
Lyft,Lux,North Station,South Station,1.97,16.5
Lyft,Lux Black XL,North End,North Station,1.04,26.0
Uber,UberXL,Financial District,Boston University,4.72,21.5
Uber,Black SUV,Back Bay,Northeastern University,1.64,25.0
Uber,UberX,South Station,West End,2.14,7.5
Uber,UberX,West End,Haymarket Square,0.62,7.5
Lyft,Lyft XL,Fenway,Financial District,4.45,22.5
Uber,Black,North End,Beacon Hill,1.35,17.5
Uber,UberPool,Theatre District,Fenway,2.66,8.5
Uber,UberX,Financial District,South Station,0.63,7.0
Uber,Black,Haymarket Square,Back Bay,2.32,22.5
Uber,Black,Northeastern University,Theatre District,1.8,20.5
Uber,UberXL,Financial District,Haymarket Square,0.8,12.5
Lyft,Lyft,Boston University,North Station,3.16,10.5
Lyft,Lux Black XL,North End,Financial District,1.27,27.5
Lyft,Lyft XL,Theatre District,Boston University,2.93,16.5
Lyft,Lyft XL,North End,North Station,1.05,10.5
Lyft,Lux Black XL,Financial District,Fenway,3.42,42.5
Uber,WAV,North Station,North End,0.92,7.0
Uber,UberX,Northeastern University,Financial District,3.3,13.0
Uber,Black,North End,North Station,1.88,18.0
Uber,Black SUV,Fenway,North Station,3.05,36.5
Uber,UberXL,North End,Back Bay,3.16,18.5
Lyft,Lyft XL,Beacon Hill,North End,1.74,13.5
Lyft,Shared,Theatre District,Northeastern University,2.02,7.0
Uber,Black SUV,Northeastern University,Theatre District,1.8,28.5
Uber,Black SUV,Financial District,Boston University,4.72,46.0
Uber,WAV,North End,Beacon Hill,2.43,10.5
Uber,UberX,Beacon Hill,Northeastern University,2.59,10.5
Lyft,Lux Black XL,Theatre District,North End,1.53,32.5
Uber,UberX,West End,South Station,1.63,8.5
Uber,Black SUV,Haymarket Square,Back Bay,3.79,41.0
Uber,Black,Beacon Hill,Boston University,2.79,20.5
Lyft,Lux,South Station,Theatre District,0.58,11.0
Uber,UberPool,North Station,Fenway,3.07,8.5
Uber,WAV,Theatre District,Haymarket Square,1.16,7.0
Uber,Black,North End,West End,1.23,16.5
Uber,UberPool,Financial District,Haymarket Square,1.0,7.5
Uber,Black SUV,Theatre District,North End,1.41,27.5
Uber,Black SUV,South Station,Theatre District,0.55,26.0
Uber,WAV,South Station,Back Bay,1.68,8.5
Lyft,Lux Black,North End,Financial District,1.03,16.5
Uber,UberX,North End,Theatre District,1.57,9.5
Lyft,Shared,South Station,Back Bay,2.67,7.0
Lyft,Lux Black XL,Haymarket Square,Back Bay,2.31,30.0
Lyft,Lux Black XL,South Station,Theatre District,0.6,26.0
Lyft,Lyft,North End,Theatre District,1.73,9.0
Uber,Black,South Station,West End,2.14,19.5
Uber,WAV,Theatre District,Haymarket Square,1.16,8.5
Uber,UberXL,West End,Boston University,3.32,19.0
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,1.22,26.0
Uber,UberXL,Theatre District,Boston University,2.98,20.5
Uber,UberPool,Haymarket Square,Theatre District,1.61,7.0
Uber,Black SUV,Haymarket Square,North Station,0.56,26.5
Lyft,Lyft XL,Financial District,Boston University,4.62,22.5
Lyft,Lux,Back Bay,North End,2.92,19.5
Lyft,Lux,Fenway,Back Bay,1.43,13.5
Uber,UberXL,Financial District,Boston University,4.72,21.5
Uber,Black SUV,Boston University,West End,2.8,33.5
Uber,UberXL,Back Bay,Northeastern University,1.64,11.5
Uber,UberXL,Northeastern University,Financial District,2.87,18.5
Uber,UberXL,Theatre District,Northeastern University,1.89,16.0
Uber,Black,Haymarket Square,Theatre District,1.61,17.5
Lyft,Lux Black,North End,Back Bay,2.98,27.5
Lyft,Lux Black XL,West End,North End,1.27,26.0
Uber,UberX,Back Bay,South Station,3.53,10.5
Uber,WAV,North Station,Boston University,3.39,10.5
Lyft,Lyft XL,Fenway,Theatre District,4.35,22.5
Uber,UberXL,Beacon Hill,Fenway,2.46,16.0
Lyft,Lux Black,Beacon Hill,Boston University,2.72,22.5
Lyft,Lux Black XL,Northeastern University,Financial District,3.39,45.5
Uber,UberXL,West End,Northeastern University,3.55,17.5
Uber,WAV,South Station,North Station,2.17,8.0
Lyft,Lux Black XL,Northeastern University,West End,3.05,34.0
Uber,UberPool,North Station,Northeastern University,3.22,11.0
Uber,Black SUV,Haymarket Square,Back Bay,2.2,33.5
Uber,Black SUV,Financial District,Fenway,3.34,39.0
Lyft,Lyft,Back Bay,South Station,2.13,10.5
Uber,WAV,West End,Haymarket Square,0.61,8.0
Uber,Black,Fenway,Beacon Hill,2.32,20.5
Lyft,Lyft,North Station,Fenway,3.26,10.5
Uber,Black,Theatre District,North End,1.41,16.0
Lyft,Lux,Theatre District,North End,1.55,16.5
Uber,UberPool,Fenway,Back Bay,1.34,7.5
Uber,Black SUV,Back Bay,Boston University,1.56,25.0
Uber,Black,Beacon Hill,Haymarket Square,1.36,16.0
Uber,UberX,North Station,South Station,2.29,14.0
Lyft,Lux Black XL,Fenway,Back Bay,1.39,27.5
Lyft,Lux,North End,Beacon Hill,1.46,13.5
Uber,UberXL,Haymarket Square,North Station,0.56,10.5
Lyft,Lyft XL,Haymarket Square,Financial District,1.22,13.5
Lyft,Lyft XL,Northeastern University,North Station,3.28,16.5
Uber,Black,Northeastern University,Beacon Hill,1.97,21.0
Lyft,Lux Black,Theatre District,Fenway,2.96,26.0
Lyft,Lyft XL,Boston University,Theatre District,3.14,16.5
Uber,UberX,Haymarket Square,Back Bay,2.2,20.5
Uber,UberPool,Financial District,Haymarket Square,0.99,5.5
Uber,UberXL,Northeastern University,Beacon Hill,1.92,15.0
Lyft,Lux,West End,South Station,2.1,16.5
Lyft,Lyft XL,Financial District,North End,1.15,10.5
Uber,UberXL,Northeastern University,Theatre District,1.8,14.0
Lyft,Lux Black,Back Bay,North End,3.56,30.0
Lyft,Lux Black,North Station,Northeastern University,3.25,26.0
Lyft,Shared,Financial District,Fenway,4.41,7.0
Uber,Black SUV,West End,Boston University,3.04,35.0
Uber,Black SUV,North Station,Haymarket Square,0.49,27.5
Uber,Black,Back Bay,Fenway,1.5,18.0
Lyft,Lyft XL,Fenway,Financial District,3.81,22.5
Uber,UberXL,Back Bay,Northeastern University,1.64,13.0
Lyft,Lux Black XL,Theatre District,South Station,1.12,27.5
Lyft,Shared,Beacon Hill,North End,1.94,7.0
Uber,UberX,Beacon Hill,Fenway,2.46,9.0
Uber,UberPool,Fenway,Back Bay,1.34,6.5
Uber,UberPool,North Station,Fenway,3.07,7.5
Uber,UberX,Fenway,Theatre District,2.66,9.5
Lyft,Lyft XL,Haymarket Square,West End,0.78,10.5
Lyft,Lux Black XL,Boston University,Back Bay,1.45,27.5
Uber,WAV,Beacon Hill,Boston University,2.8,12.5
Lyft,Lux,Financial District,Haymarket Square,0.9,10.5
Lyft,Lyft XL,North Station,Northeastern University,3.24,19.5
Uber,WAV,North End,Back Bay,3.17,11.5
Uber,WAV,South Station,North Station,2.17,9.5
Lyft,Shared,North End,Beacon Hill,1.57,7.0
Lyft,Lux Black XL,West End,Fenway,2.88,32.5
Uber,UberX,Theatre District,Fenway,2.22,9.5
Uber,UberXL,North Station,Northeastern University,3.24,17.5
Lyft,Lyft XL,Back Bay,South Station,1.99,13.5
Uber,Black SUV,Northeastern University,West End,2.61,32.0
Uber,UberPool,Back Bay,Boston University,1.83,8.5
Uber,Black,Fenway,Financial District,4.48,29.5
Uber,WAV,Back Bay,Northeastern University,1.64,8.0
Uber,UberPool,South Station,North Station,2.17,9.0
Uber,Black SUV,South Station,Back Bay,3.45,35.0
Uber,Black,Theatre District,Fenway,2.66,20.5
Lyft,Shared,West End,North End,1.43,5.0
Uber,UberXL,Beacon Hill,Haymarket Square,1.36,12.0
Lyft,Lyft XL,North End,Theatre District,1.72,13.5
Uber,UberPool,North Station,Fenway,3.07,9.0
Lyft,Lyft,West End,Fenway,2.82,10.5
Uber,UberPool,Fenway,North Station,3.05,9.5
Lyft,Lux Black,Back Bay,North End,2.9,30.0
Uber,Black,Fenway,Back Bay,1.34,15.5
Uber,UberXL,West End,Boston University,3.04,18.5
Uber,UberPool,South Station,Theatre District,0.55,7.0
Uber,Black SUV,North Station,South Station,2.29,29.5
Uber,UberX,South Station,Financial District,0.39,7.0
Uber,Black,North End,Back Bay,2.84,24.0
Uber,Black,South Station,West End,2.14,18.0
Uber,WAV,North Station,Haymarket Square,0.49,7.5
Uber,Black,Beacon Hill,North End,1.46,17.0
Lyft,Shared,Back Bay,Northeastern University,1.44,3.0
Uber,WAV,Beacon Hill,Fenway,2.46,9.5
Lyft,Lux Black XL,Back Bay,Boston University,1.5,26.0
Uber,WAV,Boston University,Theatre District,2.62,10.5
Uber,UberXL,Fenway,Financial District,4.48,21.5
Uber,Black SUV,Theatre District,North End,1.41,26.0
Lyft,Lux Black XL,South Station,North Station,2.13,27.5
Uber,UberXL,Theatre District,North End,1.41,14.5
Lyft,Shared,Boston University,North Station,3.17,7.0
Uber,Black,South Station,Beacon Hill,2.48,21.0
Lyft,Lux Black,Haymarket Square,Financial District,0.98,16.5
Uber,UberPool,Financial District,North End,1.07,7.5
Lyft,Lux Black XL,North End,North Station,1.05,27.5
Uber,UberXL,Financial District,Boston University,4.72,25.0
Uber,UberXL,Theatre District,Northeastern University,1.94,13.0
Uber,UberXL,Boston University,Theatre District,2.67,20.5
Uber,Black,Financial District,Fenway,4.42,28.5
Lyft,Shared,Boston University,North Station,3.17,7.0
Lyft,Lyft XL,Northeastern University,Financial District,3.41,19.5
Lyft,Lyft XL,Boston University,North Station,3.15,16.5
Uber,Black,Theatre District,Northeastern University,1.89,17.5
Uber,UberX,Theatre District,Haymarket Square,1.16,9.5
Lyft,Lux Black,Beacon Hill,South Station,2.53,22.5
Uber,Black,Boston University,North Station,3.01,23.0
Lyft,Lyft,Beacon Hill,Fenway,2.39,9.0
Uber,Black,Northeastern University,West End,3.08,26.0
Uber,Black,Theatre District,North End,1.41,15.0
Lyft,Lyft,Back Bay,South Station,3.31,10.5
Uber,UberPool,Beacon Hill,Boston University,2.79,8.0
Uber,UberX,Theatre District,North End,1.41,9.5
Lyft,Lyft XL,South Station,Back Bay,1.37,11.0
Uber,Black,North End,West End,1.25,17.0
Lyft,Lux,Beacon Hill,Fenway,2.36,16.5
Lyft,Lyft,North Station,South Station,2.34,9.0
Uber,Black SUV,Beacon Hill,North End,1.46,27.5
Lyft,Lux Black XL,Back Bay,North End,2.49,32.5
Uber,Black SUV,Haymarket Square,North Station,0.56,26.5
Lyft,Lyft,North Station,Haymarket Square,0.46,7.0
Lyft,Lyft XL,North End,Beacon Hill,2.11,16.5
Lyft,Lux,West End,Northeastern University,2.74,16.5
Uber,Black,North End,Beacon Hill,1.51,17.5
Uber,UberX,Northeastern University,West End,3.08,10.5
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Lyft,Lux Black,West End,Northeastern University,2.73,22.5
Lyft,Lux,Haymarket Square,Financial District,1.21,13.5
Uber,Black SUV,North End,Back Bay,2.33,35.0
Uber,UberXL,Fenway,North Station,3.05,17.0
Lyft,Lux,Theatre District,Fenway,2.46,22.5
Lyft,Lux Black,North End,Financial District,1.03,16.5
Lyft,Shared,West End,North End,1.11,5.0
Lyft,Lyft XL,Financial District,North End,1.22,10.5
Uber,Black,North Station,North End,0.92,15.5
Uber,UberXL,Back Bay,Northeastern University,1.64,13.0
Uber,UberPool,Financial District,Fenway,4.44,13.0
Lyft,Lyft XL,Haymarket Square,Financial District,1.08,11.0
Lyft,Lyft,Theatre District,Northeastern University,2.02,9.0
Lyft,Lux Black,Theatre District,North End,1.53,22.5
Lyft,Lyft,North End,North Station,1.1,7.0
Lyft,Lyft XL,North Station,North End,1.02,11.0
Lyft,Lux Black,Financial District,Haymarket Square,1.05,16.5
Lyft,Lyft,North Station,South Station,1.72,9.0
Lyft,Lux Black XL,Theatre District,Northeastern University,2.01,30.0
Lyft,Lyft XL,Financial District,Northeastern University,4.19,22.5
Uber,Black,North End,West End,1.23,17.0
Lyft,Shared,Beacon Hill,Northeastern University,2.41,7.0
Uber,Black SUV,West End,Fenway,2.72,31.5
Uber,WAV,South Station,Financial District,0.39,7.0
Uber,WAV,Fenway,North Station,3.05,10.5
Uber,UberXL,Financial District,South Station,0.54,9.5
Uber,UberX,North Station,South Station,1.5,9.0
Uber,Black,Financial District,Northeastern University,4.55,27.5
Lyft,Lux Black XL,Beacon Hill,Fenway,2.37,32.5
Lyft,Shared,Back Bay,Northeastern University,1.44,5.0
Lyft,Lux Black,South Station,West End,1.7,19.5
Uber,Black SUV,West End,Fenway,2.72,30.5
Lyft,Lux Black,North End,Theatre District,1.73,22.5
Uber,WAV,West End,North End,1.35,8.5
Lyft,Lux Black,Theatre District,South Station,1.18,16.5
Lyft,Shared,Haymarket Square,Theatre District,1.74,3.0
Uber,UberPool,Fenway,North Station,3.05,11.0
Uber,UberPool,Northeastern University,West End,3.08,9.0
Lyft,Lux,Beacon Hill,North End,1.76,19.5
Lyft,Lux Black XL,South Station,Financial District,0.46,27.5
Uber,Black,Theatre District,Boston University,2.98,23.0
Uber,WAV,Financial District,North End,1.04,7.5
Lyft,Lux,Fenway,North Station,3.19,19.5
Uber,WAV,Financial District,Fenway,3.66,12.5
Uber,UberXL,West End,Fenway,2.72,17.0
Uber,WAV,Northeastern University,Beacon Hill,2.56,10.5
Lyft,Lux,Fenway,Beacon Hill,2.37,19.5
Uber,UberXL,South Station,Back Bay,3.45,17.5
Lyft,Shared,Boston University,North Station,3.18,7.0
Uber,UberXL,North Station,Fenway,3.07,16.0
Uber,UberX,Northeastern University,West End,3.08,11.0
Uber,UberXL,Fenway,Beacon Hill,2.32,16.0
Uber,Black SUV,Haymarket Square,Beacon Hill,1.23,27.5
Uber,Black,South Station,Beacon Hill,2.48,20.5
Uber,UberXL,Beacon Hill,Northeastern University,2.61,19.5
Lyft,Lux Black XL,Haymarket Square,Financial District,1.02,27.5
Uber,Black,Financial District,Northeastern University,2.69,25.0
Lyft,Lux Black,West End,Northeastern University,2.73,22.5
Lyft,Lyft,Boston University,Beacon Hill,2.3,9.0
Uber,Black SUV,Fenway,Financial District,4.48,36.0
Lyft,Shared,Back Bay,Haymarket Square,2.39,7.0
Uber,UberX,Fenway,North Station,3.05,11.5
Uber,UberXL,South Station,Theatre District,0.55,9.5
Lyft,Lyft XL,Theatre District,South Station,1.12,10.5
Uber,UberX,West End,Fenway,2.72,10.5
Lyft,Lux Black,Beacon Hill,Boston University,2.71,22.5
Uber,UberPool,Beacon Hill,North End,1.9,9.0
Uber,UberXL,South Station,Theatre District,0.62,11.5
Lyft,Lyft,Beacon Hill,Northeastern University,2.44,9.0
Uber,UberXL,North Station,North End,0.92,11.5
Lyft,Lux,Fenway,Back Bay,1.39,13.5
Lyft,Lux Black XL,North Station,North End,1.1,26.0
Uber,Black SUV,Beacon Hill,North End,1.46,29.5
Lyft,Lyft XL,Beacon Hill,Fenway,2.43,13.5
Lyft,Lux,West End,South Station,2.08,19.5
Lyft,Shared,West End,Boston University,3.04,7.0
Lyft,Lyft,North Station,Fenway,3.44,13.5
Uber,WAV,Beacon Hill,Haymarket Square,0.91,12.0
Lyft,Lux Black,Northeastern University,Financial District,3.44,26.0
Lyft,Lyft XL,Haymarket Square,West End,0.79,9.0
Lyft,Lux,North Station,Haymarket Square,0.56,10.5
Uber,UberPool,Financial District,Haymarket Square,0.99,6.5
Lyft,Lux,West End,Haymarket Square,0.66,10.5
Lyft,Lyft,North End,North Station,1.68,7.0
Uber,WAV,Beacon Hill,South Station,2.5,15.0
Uber,Black SUV,Northeastern University,Beacon Hill,1.97,30.5
Uber,UberXL,Beacon Hill,Haymarket Square,0.5,8.5
Uber,Black,North Station,Northeastern University,3.22,22.5
Uber,Black SUV,Financial District,Northeastern University,4.57,40.5
Lyft,Shared,Financial District,Haymarket Square,0.98,3.0
Lyft,Lux Black,South Station,North Station,2.11,19.5
Lyft,Shared,Financial District,Boston University,4.0,7.0
Uber,Black SUV,Financial District,North End,1.04,26.5
Uber,UberPool,North Station,Haymarket Square,0.49,6.5
Uber,UberXL,Beacon Hill,South Station,2.5,15.0
Uber,WAV,Financial District,South Station,0.63,7.0
Uber,UberX,Financial District,Boston University,4.72,12.5
