carat,cut,color,clarity,price,x,y,z
0.24,Very Good,E,VVS1,485,3.95,3.99,2.45
0.54,Very Good,F,VVS2,2198,5.27,5.3,3.18
0.39,Very Good,J,VS2,746,4.63,4.6,2.92
0.37,Premium,E,VS2,811,4.61,4.66,2.85
0.32,Premium,G,VVS2,936,4.41,4.37,2.71
1.03,Very Good,G,SI2,4060,6.41,6.37,4.03
1.06,Ideal,F,SI1,6249,6.56,6.58,4.06
1.2,Premium,E,VS1,10053,6.89,6.81,4.16
0.7,Fair,F,I1,992,5.38,5.33,3.79
1.46,Premium,G,SI2,7931,7.34,7.29,4.35
0.53,Premium,H,VS2,1356,5.33,5.26,3.13
0.4,Ideal,E,VS2,975,4.74,4.73,2.98
1.25,Very Good,E,VS2,8851,6.9,6.94,4.26
0.43,Premium,F,VS2,968,4.87,4.84,2.97
0.4,Good,G,IF,1120,4.75,4.8,2.85
1.02,Very Good,E,SI1,5814,6.4,6.45,4.02
1.01,Premium,G,VS2,5759,6.46,6.49,3.96
0.58,Ideal,E,VS2,1984,5.41,5.39,3.3
0.42,Premium,D,SI2,898,4.89,4.85,2.92
2.5,Premium,H,I1,8467,8.75,8.67,5.22
1.17,Premium,F,SI2,4092,6.82,6.86,4.1
0.73,Very Good,F,VVS2,3442,5.72,5.84,3.58
1.29,Ideal,F,SI2,7126,6.95,7.01,4.32
0.7,Very Good,F,VS2,2593,5.55,5.62,3.48
0.57,Ideal,H,SI2,1077,5.31,5.28,3.3
0.77,Ideal,E,SI2,2563,5.89,5.92,3.66
2.02,Premium,I,SI2,13117,8.34,8.25,4.81
0.42,Ideal,D,VS2,1031,4.8,4.83,2.99
0.33,Ideal,G,VS1,854,4.47,4.42,2.76
0.91,Good,F,SI1,4279,6.1,6.17,3.92
0.32,Ideal,I,VVS1,589,4.39,4.4,2.71
0.76,Ideal,I,SI1,2358,5.85,5.88,3.63
0.59,Very Good,G,VVS1,2256,5.4,5.43,3.33
0.23,Very Good,E,VVS2,465,3.99,4.05,2.42
0.56,Premium,D,SI1,1605,5.28,5.25,3.21
0.72,Ideal,J,VS1,2112,5.74,5.71,3.59
0.91,Very Good,E,SI1,4284,6.21,6.25,3.87
0.41,Premium,E,VS1,1153,4.78,4.74,2.96
1.2,Premium,G,SI2,5689,6.9,6.83,4.13
0.75,Very Good,F,SI1,2347,5.7,5.74,3.61
0.92,Very Good,D,VS1,7544,6.19,6.24,3.85
1.05,Premium,G,VS1,6936,6.48,6.51,4.0
0.3,Ideal,H,VVS2,590,4.33,4.38,2.65
1.01,Very Good,E,SI2,4355,6.42,6.5,3.99
0.64,Ideal,G,VS1,2155,5.54,5.56,3.46
1.02,Very Good,H,SI2,3927,6.37,6.42,3.99
0.3,Premium,G,IF,895,4.32,4.34,2.6
0.76,Ideal,F,IF,4596,5.95,5.96,3.55
0.7,Very Good,D,VS2,3052,5.65,5.71,3.55
1.15,Ideal,H,SI2,4870,6.68,6.75,4.16
0.64,Premium,D,VS2,2243,5.6,5.63,3.42
2.01,Ideal,F,SI2,18395,8.1,8.05,5.0
1.0,Premium,D,SI2,5286,6.46,6.41,3.92
0.9,Very Good,H,VVS2,4842,6.2,6.23,3.71
0.37,Very Good,F,VS2,696,4.68,4.7,2.8
0.71,Ideal,H,VVS1,2742,5.67,5.7,3.53
0.54,Ideal,G,VS1,1745,5.22,5.24,3.24
0.31,Ideal,D,SI2,593,4.34,4.32,2.69
0.3,Premium,G,IF,956,4.39,4.35,2.63
0.31,Very Good,F,VS2,500,4.31,4.36,2.72
0.35,Ideal,E,VS1,718,4.52,4.55,2.79
1.01,Good,D,SI1,4821,6.27,6.3,4.03
2.08,Premium,H,SI2,12454,8.38,8.29,4.98
1.52,Good,J,SI1,6897,7.21,7.25,4.6
0.53,Good,E,SI1,1328,5.33,5.29,3.07
0.73,Ideal,D,SI2,2729,5.77,5.82,3.58
0.36,Ideal,G,VS1,746,4.63,4.66,2.84
0.5,Ideal,E,VS2,1451,5.08,5.12,3.2
0.56,Ideal,H,VS1,1888,5.38,5.35,3.23
0.31,Ideal,G,VS2,562,4.34,4.38,2.71
0.71,Fair,G,SI2,2055,5.6,5.57,3.62
1.21,Premium,E,SI2,6065,7.07,6.91,4.11
0.71,Ideal,F,VS1,3710,5.69,5.72,3.53
2.02,Very Good,I,SI2,14715,8.12,8.06,5.01
1.17,Good,D,SI2,3866,7.02,6.95,4.01
0.3,Ideal,J,SI1,367,4.27,4.3,2.67
0.41,Ideal,H,VS1,962,4.78,4.73,2.94
0.6,Premium,H,SI1,1341,5.54,5.5,3.25
0.31,Ideal,G,VVS2,677,4.37,4.4,2.74
1.0,Premium,G,VS1,6290,6.37,6.33,3.96
1.12,Ideal,G,VS2,6774,6.69,6.64,4.13
0.34,Ideal,H,VVS1,995,4.47,4.44,2.8
1.0,Good,G,VS1,6177,6.33,6.37,3.96
0.51,Good,F,SI1,1312,5.11,5.08,3.24
0.34,Ideal,D,VS2,881,4.54,4.48,2.78
0.51,Ideal,G,VS1,1656,5.11,5.21,3.15
0.34,Ideal,I,IF,695,4.52,4.55,2.78
1.59,Ideal,D,SI1,13298,7.5,7.6,4.63
0.9,Premium,G,VS2,4252,6.15,6.09,3.8
2.01,Premium,I,SI2,13833,8.1,8.0,5.04
1.06,Ideal,G,VVS2,7900,6.55,6.57,4.0
0.9,Premium,D,SI1,4304,6.24,6.19,3.69
1.0,Premium,D,SI1,5775,6.32,6.38,3.97
0.39,Good,D,VVS2,1056,4.82,4.85,2.81
2.05,Premium,G,SI1,13767,8.19,8.08,5.06
0.7,Fair,G,I1,978,5.52,5.4,3.73
0.5,Premium,D,SI1,1654,5.05,5.04,3.16
1.01,Premium,G,SI1,5006,6.48,6.43,3.97
2.01,Ideal,G,VS2,18607,8.16,8.09,4.99
0.61,Ideal,E,VS1,2324,5.41,5.47,3.38
0.32,Ideal,D,SI1,589,4.39,4.41,2.75
0.3,Good,J,VS1,394,4.24,4.27,2.7
0.5,Very Good,G,SI1,1214,5.03,5.07,3.14
0.31,Premium,E,IF,1133,4.39,4.36,2.67
0.77,Good,J,SI1,1909,5.79,5.84,3.68
0.76,Ideal,G,VS1,2972,5.99,6.03,3.57
0.57,Ideal,H,VVS1,1949,5.36,5.38,3.27
0.5,Ideal,E,VS2,1746,5.12,5.04,3.19
0.31,Premium,E,VS2,872,4.39,4.37,2.67
1.62,Very Good,I,VS2,9683,7.5,7.57,4.67
0.91,Ideal,E,SI1,4392,6.2,6.26,3.8
0.37,Ideal,F,VVS1,931,4.59,4.61,2.83
0.59,Ideal,E,SI1,1789,5.36,5.33,3.36
1.2,Good,I,VS1,5570,7.02,6.96,4.04
0.34,Ideal,D,VS1,749,4.5,4.53,2.77
0.32,Ideal,I,VS2,576,4.4,4.37,2.74
1.03,Premium,I,SI1,3749,6.46,6.41,3.99
1.05,Premium,H,SI2,3822,6.47,6.42,4.06
0.92,Very Good,I,SI1,3345,6.12,6.18,3.92
1.5,Very Good,I,VS2,8662,7.2,7.25,4.55
1.71,Good,I,VS2,11250,7.85,7.9,4.57
2.01,Ideal,J,VS1,16319,8.14,8.18,4.97
0.35,Very Good,E,VVS1,835,4.44,4.48,2.81
0.41,Ideal,G,IF,1336,4.77,4.76,2.96
1.01,Ideal,D,VVS2,10761,6.43,6.47,3.98
2.01,Good,H,SI1,15618,8.22,8.18,4.99
1.22,Premium,I,SI2,4735,6.89,6.83,4.22
0.58,Very Good,H,SI1,1402,5.29,5.31,3.31
1.2,Very Good,H,SI1,4637,6.75,6.72,4.26
1.01,Ideal,J,VS2,4617,6.46,6.5,3.97
0.91,Ideal,G,SI1,4453,6.23,6.26,3.87
0.3,Ideal,D,VS2,911,4.3,4.27,2.67
0.9,Ideal,I,VS2,3820,6.14,6.17,3.86
1.2,Premium,D,SI2,5551,6.84,6.74,4.25
1.52,Premium,D,SI1,11220,7.39,7.26,4.45
0.62,Ideal,H,SI1,1618,5.51,5.49,3.38
0.57,Very Good,D,IF,4032,5.33,5.41,3.29
0.73,Ideal,F,VS1,3140,5.8,5.89,3.57
1.12,Premium,E,SI2,5620,6.73,6.69,4.1
0.52,Ideal,F,IF,2749,5.15,5.19,3.18
1.01,Ideal,F,VS2,6787,6.46,6.42,4.0
1.14,Very Good,H,SI2,4615,6.6,6.63,4.19
1.51,Very Good,F,VS1,14481,7.46,7.54,4.42
0.76,Ideal,H,SI1,2578,5.89,5.85,3.64
0.71,Very Good,D,SI1,2764,5.64,5.68,3.6
0.81,Good,F,SI1,2718,5.91,5.97,3.81
0.68,Very Good,F,VS1,2922,5.79,5.76,3.45
0.65,Very Good,I,VVS1,1801,5.53,5.57,3.43
0.3,Ideal,G,SI2,422,4.32,4.35,2.67
0.9,Premium,G,SI2,3175,6.13,6.06,3.77
0.93,Good,D,SI2,3839,6.11,6.14,3.95
1.24,Very Good,I,SI1,5584,6.98,7.01,4.2
1.03,Ideal,E,SI2,4441,6.45,6.48,4.04
0.37,Ideal,E,VS1,874,4.65,4.66,2.86
2.01,Premium,F,SI1,15134,7.99,7.89,5.0
1.51,Premium,G,SI1,10267,7.45,7.41,4.5
1.0,Very Good,H,SI2,3575,6.47,6.5,3.83
0.56,Premium,E,VS2,1915,5.34,5.27,3.28
0.35,Ideal,E,VS1,771,4.54,4.58,2.81
0.41,Very Good,G,VS2,827,4.81,4.83,2.94
0.86,Very Good,J,SI2,1950,6.05,5.97,3.79
0.73,Ideal,F,VVS1,3342,5.83,5.76,3.59
2.01,Fair,F,SI1,13387,8.32,8.31,4.87
0.53,Ideal,H,IF,2059,5.21,5.24,3.21
0.52,Very Good,D,VS2,1828,5.13,5.08,3.24
0.92,Ideal,H,VVS1,5886,6.26,6.23,3.88
0.3,Fair,D,VVS2,772,4.2,4.18,2.73
0.61,Ideal,F,SI2,1424,5.47,5.55,3.38
1.0,Very Good,E,SI1,4864,6.35,6.4,3.96
1.04,Premium,G,SI2,3861,6.57,6.49,4.06
0.56,Very Good,E,VS2,1963,5.33,5.37,3.27
1.06,Ideal,F,VVS2,8776,6.62,6.57,4.03
1.14,Ideal,F,SI2,4591,6.71,6.67,4.13
0.31,Premium,G,VVS2,907,4.36,4.32,2.68
0.7,Fair,I,SI1,1749,5.6,5.56,3.64
0.46,Ideal,I,VS2,893,4.95,4.97,3.09
1.03,Very Good,F,VVS2,8998,6.48,6.57,4.01
1.51,Ideal,H,VS1,11580,7.28,7.32,4.57
1.58,Premium,F,SI2,6990,7.54,7.51,4.57
0.3,Good,F,VVS1,965,4.24,4.17,2.68
0.41,Very Good,H,VVS2,899,4.71,4.74,2.94
1.73,Premium,G,VS1,15151,7.72,7.57,4.8
1.01,Good,F,VS1,6794,6.56,6.6,3.88
1.5,Very Good,E,SI2,9548,7.26,7.33,4.53
0.4,Very Good,J,VS1,810,4.64,4.61,2.93
0.4,Ideal,D,VS1,1003,4.78,4.82,2.91
0.32,Ideal,I,VVS2,540,4.4,4.42,2.72
0.44,Ideal,H,SI1,733,4.9,4.92,3.04
0.3,Good,I,VS1,608,4.25,4.23,2.7
1.2,Premium,F,SI2,6055,6.96,6.9,4.15
1.15,Ideal,I,SI2,5216,6.78,6.71,4.13
0.39,Good,J,VS2,581,4.6,4.63,2.92
1.01,Premium,D,SI1,5532,6.57,6.54,3.86
0.33,Ideal,D,VS2,1002,4.47,4.42,2.75
1.21,Premium,J,SI1,4574,6.93,6.9,4.13
1.22,Ideal,I,VS1,6459,6.82,6.86,4.26
1.03,Premium,G,VS2,6229,6.65,6.59,3.9
1.07,Very Good,H,SI1,5143,6.65,6.67,3.94
1.47,Very Good,J,VVS2,8055,7.17,7.24,4.51
0.5,Very Good,H,IF,1799,5.08,5.12,3.11
1.51,Good,J,SI1,6851,7.24,7.29,4.61
1.51,Premium,G,VS1,13811,7.27,7.23,4.53
0.9,Very Good,E,VS2,5305,6.14,6.18,3.85
1.02,Premium,F,VVS2,8774,6.56,6.44,3.96
0.41,Ideal,G,SI1,759,4.77,4.82,2.97
0.7,Ideal,G,VS2,2723,5.66,5.7,3.56
0.54,Ideal,E,VS1,2041,5.25,5.17,3.23
1.02,Very Good,F,SI1,5058,6.45,6.38,4.05
0.7,Premium,F,SI2,2107,5.69,5.66,3.51
0.4,Very Good,E,VS2,912,4.66,4.7,2.9
1.29,Premium,I,VS2,6321,7.12,7.03,4.27
0.9,Premium,F,SI2,3803,6.31,6.26,3.7
0.9,Premium,F,SI1,3936,6.19,6.13,3.8
0.65,Very Good,I,IF,2332,5.65,5.73,3.47
0.31,Premium,D,SI2,462,4.38,4.41,2.64
1.12,Premium,I,VS2,4321,6.63,6.59,4.13
0.7,Ideal,I,SI1,2054,5.67,5.7,3.52
0.9,Premium,E,SI1,4385,6.34,6.3,3.78
0.3,Ideal,G,VVS2,665,4.31,4.35,2.71
0.53,Premium,F,SI2,1242,5.23,5.19,3.15
0.4,Ideal,D,SI1,741,4.71,4.73,2.95
0.5,Good,G,VS2,1410,4.99,5.04,3.17
0.53,Good,F,SI1,1268,5.13,5.16,3.28
0.52,Ideal,J,VS2,1151,5.17,5.21,3.19
0.91,Good,G,SI2,3282,6.15,6.11,3.9
1.56,Ideal,H,VS2,12864,7.45,7.47,4.64
0.3,Premium,D,VS2,851,4.27,4.24,2.64
1.62,Ideal,H,SI1,11180,7.53,7.61,4.61
1.73,Premium,D,SI1,12770,7.76,7.68,4.68
0.63,Premium,J,SI1,1181,5.49,5.47,3.39
0.3,Very Good,G,VS1,605,4.23,4.27,2.67
0.46,Premium,E,VS2,1156,5.02,4.99,3.07
1.08,Very Good,I,SI1,4933,6.57,6.54,4.08
0.38,Ideal,F,IF,1212,4.69,4.73,2.86
0.7,Premium,D,SI2,2319,5.73,5.71,3.55
1.06,Ideal,H,SI2,4523,6.46,6.5,4.06
0.84,Ideal,J,VS2,2709,6.09,6.12,3.73
0.4,Ideal,G,VVS1,1200,4.76,4.75,2.93
0.7,Good,E,SI2,2028,5.63,5.66,3.55
0.41,Good,G,I1,467,4.7,4.74,3.01
1.49,Premium,G,VS1,12900,7.41,7.36,4.49
0.37,Premium,F,VS2,894,4.69,4.63,2.76
1.53,Premium,J,IF,9424,7.41,7.45,4.54
1.31,Ideal,G,VVS1,13406,7.03,7.05,4.36
0.9,Ideal,H,VS1,4964,6.21,6.14,3.82
0.33,Ideal,H,VS1,743,4.54,4.5,2.72
0.6,Premium,D,SI2,1449,5.41,5.31,3.34
1.14,Ideal,G,VS2,7171,6.72,6.68,4.12
1.08,Premium,G,VS2,6532,6.75,6.68,3.99
0.3,Ideal,D,SI1,552,4.29,4.33,2.68
1.01,Premium,G,VS2,6108,6.39,6.3,3.99
0.55,Ideal,E,SI1,1556,5.32,5.28,3.23
0.56,Very Good,F,VS2,1706,5.29,5.33,3.23
0.3,Very Good,G,VVS2,684,4.25,4.29,2.66
0.9,Ideal,I,SI2,2948,6.2,6.16,3.83
0.9,Very Good,E,IF,7747,6.05,6.09,3.88
0.5,Very Good,E,VVS2,2168,5.25,5.3,3.13
1.01,Very Good,G,VVS2,7847,6.42,6.5,3.93
0.32,Ideal,F,VS1,716,4.45,4.48,2.72
1.0,Ideal,E,VS2,7370,6.41,6.44,3.94
1.16,Ideal,H,SI2,4797,6.73,6.77,4.18
1.01,Very Good,J,SI1,4133,6.34,6.32,4.01
1.2,Premium,H,SI1,4980,6.76,6.68,4.22
0.23,Very Good,G,VVS2,431,3.91,3.95,2.46
1.53,Premium,D,SI1,10712,7.35,7.42,4.55
1.24,Very Good,J,VS1,5427,7.06,7.04,4.17
0.92,Good,D,SI2,3335,6.36,6.4,3.69
1.0,Premium,H,SI2,3584,6.53,6.51,3.91
0.71,Ideal,D,SI2,2088,5.7,5.73,3.57
1.04,Fair,E,SI2,4566,6.28,6.22,4.22
0.7,Good,I,VS2,2010,5.9,5.93,3.38
1.33,Ideal,J,SI1,5857,7.04,7.07,4.4
0.51,Ideal,F,VS1,1744,5.11,5.17,3.18
0.44,Very Good,E,SI1,970,4.87,4.84,3.07
2.0,Premium,H,SI1,17760,8.01,7.96,5.0
0.73,Good,E,SI1,2796,5.7,5.76,3.62
0.7,Ideal,F,SI1,2528,5.68,5.75,3.53
0.3,Ideal,E,VS2,652,4.3,4.35,2.69
0.31,Premium,E,VS2,639,4.46,4.42,2.6
0.52,Premium,E,VS2,1815,5.17,5.1,3.2
0.31,Premium,G,VS2,698,4.35,4.33,2.67
0.72,Very Good,J,VS2,1814,5.77,5.7,3.63
0.31,Ideal,H,VS1,544,4.32,4.34,2.67
1.97,Very Good,H,VS2,17377,7.9,8.01,5.0
0.35,Premium,I,SI1,472,4.49,4.53,2.82
0.38,Ideal,E,VVS1,1327,4.67,4.64,2.88
0.39,Ideal,F,VS1,1003,4.66,4.69,2.9
0.76,Good,G,IF,3304,5.72,5.8,3.72
1.19,Very Good,H,VS2,6781,6.97,7.0,4.17
0.34,Ideal,E,VS1,702,4.46,4.49,2.81
0.32,Premium,F,SI1,638,4.43,4.4,2.68
0.57,Ideal,E,VS2,1949,5.36,5.34,3.3
0.3,Premium,H,IF,789,4.3,4.34,2.61
1.24,Ideal,J,VS2,5451,6.83,6.8,4.28
0.3,Ideal,E,VS1,694,4.27,4.29,2.65
1.59,Fair,I,SI2,7080,7.28,7.24,4.73
0.72,Premium,D,VVS2,3459,5.92,5.84,3.53
0.32,Very Good,F,VS2,828,4.36,4.32,2.75
0.33,Premium,H,VS2,668,4.44,4.38,2.77
0.9,Very Good,G,SI2,3303,6.08,6.13,3.79
1.1,Very Good,E,VS2,6776,6.61,6.67,4.11
0.74,Ideal,F,SI1,2702,5.8,5.76,3.61
1.53,Ideal,H,I1,6477,7.38,7.34,4.59
0.39,Premium,D,VVS2,1232,4.66,4.7,2.86
0.3,Ideal,F,VS2,776,4.35,4.32,2.64
0.35,Ideal,D,VS2,777,4.54,4.58,2.83
0.42,Very Good,D,VVS1,1197,4.82,4.86,2.97
0.3,Ideal,G,VVS1,764,4.28,4.3,2.66
1.06,Ideal,H,SI2,4452,6.67,6.63,3.95
0.56,Ideal,E,VVS2,2696,5.4,5.33,3.27
1.55,Premium,E,SI1,11871,7.55,7.5,4.52
0.9,Premium,H,VS2,4082,6.21,6.17,3.76
0.46,Fair,I,VS2,855,4.82,4.77,3.2
0.9,Fair,F,SI2,2964,6.03,5.99,3.95
1.76,Very Good,I,SI2,9898,7.7,7.74,4.78
0.81,Ideal,E,SI2,2901,5.95,5.9,3.73
1.12,Premium,J,SI2,3266,6.71,6.64,4.05
0.31,Ideal,G,VS2,544,4.31,4.34,2.71
0.91,Ideal,I,VS2,4199,6.17,6.25,3.83
0.31,Ideal,D,SI1,732,4.37,4.34,2.71
0.23,Very Good,E,VVS1,530,3.9,3.93,2.43
0.31,Very Good,E,VS2,680,4.29,4.33,2.71
1.03,Premium,D,SI1,5410,6.47,6.43,3.9
1.01,Premium,F,VS2,6271,6.43,6.35,3.99
1.27,Ideal,J,VS2,5442,6.93,6.98,4.28
2.31,Premium,H,SI2,13831,8.65,8.57,5.1
0.61,Ideal,D,VVS2,3036,5.38,5.42,3.37
1.21,Ideal,H,SI1,7810,6.89,6.94,4.21
0.59,Ideal,F,VVS2,2679,5.36,5.38,3.33
0.76,Ideal,E,SI1,3003,5.89,5.91,3.63
0.43,Premium,E,VS2,981,4.81,4.84,2.97
1.07,Very Good,G,SI2,4340,6.35,6.4,4.12
0.36,Ideal,E,SI1,631,4.53,4.57,2.82
0.42,Very Good,G,SI1,737,4.73,4.75,2.95
0.5,Very Good,F,VVS1,2121,5.03,5.07,3.14
1.51,Ideal,H,SI1,10096,7.33,7.37,4.55
0.42,Premium,G,VS2,847,4.83,4.89,2.89
0.71,Very Good,E,VS2,2590,5.72,5.76,3.61
1.2,Very Good,H,VS2,6870,6.76,6.72,4.21
0.52,Very Good,D,VS2,1664,5.09,5.13,3.25
0.72,Ideal,I,VVS2,2594,5.71,5.74,3.58
0.7,Very Good,F,SI1,2161,5.73,5.77,3.53
0.7,Very Good,H,SI2,2077,5.76,5.8,3.47
1.52,Ideal,F,VS2,14915,7.42,7.31,4.6
0.52,Very Good,E,VS2,1621,5.11,5.15,3.22
2.01,Premium,J,SI2,12407,8.14,8.07,4.98
0.58,Good,D,SI2,1563,5.59,5.53,3.15
0.5,Premium,D,VS2,1845,5.15,5.11,3.15
0.31,Ideal,H,VVS1,707,4.33,4.38,2.73
0.4,Very Good,D,SI1,720,4.66,4.69,2.92
1.03,Premium,G,VS1,6479,6.48,6.4,4.0
1.3,Ideal,H,VS2,5387,7.0,6.96,4.39
2.4,Premium,J,SI1,15920,8.75,8.71,5.21
1.09,Very Good,E,SI1,5771,6.53,6.6,4.12
1.01,Premium,G,SI1,5204,6.54,6.5,3.91
0.52,Fair,E,VVS2,2079,5.27,5.36,3.04
0.7,Very Good,E,SI2,1894,5.63,5.51,3.53
0.59,Premium,F,VS2,1769,5.45,5.41,3.34
0.73,Ideal,E,VS1,3370,5.75,5.8,3.6
1.23,Premium,H,VS2,6150,7.0,6.98,4.09
2.09,Premium,H,SI2,14581,8.24,8.2,5.05
0.28,Ideal,G,VVS1,650,4.19,4.23,2.6
0.91,Ideal,E,SI2,4821,6.17,6.21,3.86
0.51,Ideal,F,IF,2524,5.11,5.14,3.2
0.5,Ideal,J,SI1,895,5.07,5.11,3.17
0.94,Ideal,F,I1,2571,6.34,6.37,3.91
2.01,Premium,H,SI2,11646,8.13,7.97,4.98
0.35,Ideal,E,VVS1,1116,4.58,4.51,2.82
1.24,Ideal,I,SI2,4937,6.98,6.92,4.22
0.32,Ideal,G,IF,918,4.41,4.45,2.76
1.01,Very Good,H,SI1,4868,6.57,6.55,3.89
2.14,Premium,I,VS2,17193,8.33,8.28,5.04
0.42,Very Good,H,VVS1,1026,4.8,4.86,2.94
0.35,Very Good,F,SI1,583,4.51,4.54,2.79
1.01,Ideal,F,VS1,8077,6.52,6.49,3.96
0.9,Very Good,H,SI1,3447,6.06,6.13,3.8
0.3,Premium,F,SI1,641,4.29,4.25,2.65
0.42,Very Good,D,SI2,838,4.77,4.75,3.01
0.51,Ideal,G,VS1,1781,5.1,5.08,3.19
0.7,Ideal,E,SI2,2332,5.76,5.78,3.52
0.91,Very Good,E,VS2,4823,6.13,6.17,3.87
0.7,Very Good,F,VS2,2250,5.64,5.69,3.46
0.51,Premium,G,VS1,1662,5.12,5.09,3.17
1.07,Ideal,H,SI1,5281,6.6,6.68,4.05
0.94,Very Good,D,SI1,4902,6.27,6.32,3.82
1.0,Good,G,SI1,4466,6.32,6.36,3.96
1.73,Premium,F,SI1,13365,7.95,7.91,4.6
1.1,Very Good,G,VVS1,8724,6.7,6.77,4.07
0.25,Premium,E,VVS2,576,4.02,4.04,2.52
2.01,Premium,J,VVS1,15836,8.1,7.89,5.0
0.31,Premium,G,VS2,544,4.3,4.35,2.69
0.31,Ideal,F,VVS1,897,4.35,4.38,2.71
0.67,Fair,I,VS2,1436,5.82,5.75,3.31
1.01,Very Good,F,SI2,4853,6.32,6.4,3.99
1.22,Premium,H,SI2,4509,6.87,6.81,4.19
1.21,Ideal,J,SI1,5489,6.84,6.79,4.27
0.5,Good,E,SI1,1188,5.03,5.0,3.19
0.7,Ideal,F,VS1,3162,5.74,5.76,3.51
1.2,Good,I,SI1,5280,6.71,6.75,4.27
2.03,Very Good,D,SI2,13858,8.02,7.98,5.05
1.27,Very Good,J,VS2,5530,6.88,6.91,4.32
2.04,Premium,E,SI2,17379,8.35,8.31,4.86
1.01,Fair,H,SI1,4256,6.33,6.23,4.1
0.33,Ideal,G,SI2,463,4.46,4.48,2.76
0.7,Very Good,F,SI1,2161,5.62,5.78,3.55
0.3,Premium,D,SI1,552,4.23,4.26,2.66
1.05,Very Good,G,VS1,6766,6.5,6.55,4.03
0.91,Very Good,J,VS1,3082,6.22,6.12,3.92
1.02,Ideal,F,VS1,8011,6.49,6.52,3.97
1.2,Very Good,D,SI2,5174,6.65,6.54,4.17
0.31,Very Good,G,VVS1,761,4.35,4.41,2.62
0.9,Fair,H,VS2,3226,6.05,6.01,3.95
1.21,Premium,H,VS1,6056,6.77,6.86,4.17
0.72,Ideal,I,VVS2,2340,5.75,5.78,3.6
1.24,Very Good,F,VS2,8929,7.0,7.07,4.19
1.78,Ideal,F,VS2,18128,7.85,7.88,4.79
2.02,Ideal,G,SI2,15814,7.96,8.02,5.07
0.32,Premium,I,VVS2,720,4.38,4.35,2.7
1.58,Premium,H,SI1,10738,7.47,7.45,4.59
0.7,Ideal,I,VVS2,2353,5.65,5.71,3.53
1.0,Good,H,SI1,4469,6.68,6.62,3.85
1.0,Premium,H,SI1,4788,6.45,6.37,3.94
0.96,Premium,I,SI2,2454,6.48,6.38,3.79
0.55,Very Good,D,SI2,1368,5.24,5.21,3.3
0.91,Fair,J,SI1,2390,5.92,5.99,3.95
0.58,Ideal,J,SI1,1089,5.36,5.4,3.31
1.01,Ideal,E,VS2,7597,6.39,6.42,4.0
1.51,Very Good,F,VS2,14165,7.32,7.37,4.49
0.3,Premium,E,VS2,658,4.27,4.3,2.68
0.57,Very Good,F,SI1,1346,5.32,5.37,3.32
0.33,Ideal,G,VS1,854,4.45,4.42,2.74
1.03,Very Good,G,SI2,4315,6.4,6.42,4.04
1.51,Very Good,J,SI2,6773,7.23,7.26,4.55
1.16,Premium,I,SI1,4872,6.76,6.67,4.21
1.02,Fair,F,SI1,5255,6.33,6.23,4.07
1.01,Ideal,G,SI1,5273,6.4,6.32,3.92
0.4,Ideal,J,IF,758,4.7,4.74,2.95
1.01,Very Good,E,VS2,7195,6.43,6.47,3.91
0.51,Ideal,G,VVS2,1875,5.12,5.17,3.17
0.71,Premium,G,SI1,2386,5.74,5.71,3.53
0.3,Ideal,F,SI1,475,4.29,4.33,2.67
1.08,Premium,G,SI2,4627,6.62,6.54,4.09
0.9,Very Good,F,SI2,3368,6.13,6.17,3.85
1.21,Premium,H,VS2,6722,6.95,6.9,4.19
0.41,Ideal,G,SI1,759,4.81,4.83,2.96
1.52,Premium,D,SI1,12823,7.5,7.43,4.44
0.7,Very Good,H,SI2,1890,5.64,5.68,3.58
1.08,Premium,G,VS2,6532,6.54,6.5,4.06
1.01,Premium,F,SI1,5345,6.41,6.36,3.97
0.7,Very Good,D,VS1,3247,5.63,5.68,3.55
1.01,Good,E,I1,3484,6.28,6.21,3.84
1.05,Ideal,G,SI2,4667,6.52,6.56,4.07
0.33,Ideal,E,VS2,928,4.54,4.51,2.73
0.73,Ideal,G,VVS1,3487,5.77,5.82,3.57
2.3,Good,I,SI2,12944,8.4,8.35,5.34
0.4,Premium,D,VVS2,1263,4.76,4.81,2.91
0.3,Ideal,E,VS2,844,4.3,4.25,2.65
0.7,Very Good,F,SI1,2058,5.77,5.84,3.39
1.59,Ideal,J,VVS2,8227,7.65,7.58,4.59
0.32,Ideal,I,VS2,466,4.39,4.41,2.74
0.31,Ideal,D,VS2,804,4.46,4.41,2.67
0.29,Good,E,VVS2,617,4.19,4.23,2.64
0.44,Ideal,H,SI2,654,4.89,4.93,3.06
0.4,Ideal,E,SI1,945,4.74,4.7,2.89
1.57,Premium,J,VS2,6629,7.56,7.52,4.52
0.43,Ideal,F,VVS1,1422,4.84,4.81,2.99
0.3,Very Good,F,VS1,704,4.26,4.31,2.61
1.0,Fair,J,VS1,2875,6.3,6.25,4.11
0.33,Ideal,D,VS2,855,4.46,4.43,2.77
1.13,Ideal,E,I1,3797,6.7,6.66,4.14
0.7,Good,E,VVS2,2858,5.61,5.58,3.56
0.41,Ideal,E,VVS1,1431,4.82,4.78,2.96
0.71,Ideal,G,VS1,2820,5.66,5.69,3.57
1.2,Premium,G,VS2,7258,6.94,6.89,4.12
0.52,Ideal,I,VS2,1152,5.16,5.2,3.2
